title,issn,alternativeTitle
Markt und Wettbewerb der Krankenversicherung,16107896,
Deutsche Notariatszeitung,09366814,
Haus & Grund,"18608450,18608450",Haus und Grund; Hauseigentümer-Magazin in Hessen
Schriften zum Strafrecht und Strafprozessrecht,09386181,
Ambulant + stationär aktuell,01780999,"Arbeit und Sozialpolitik aktuell ( Hauptsacht. anfangs ); A + S aktuell ( Hauptsacht. bis 2009 ); arbeits-, sozial- und gesundheitspolitische Informationen, Berichte und Analysen ( Zusatz anfangs )"
"Recht, Automobil, Wirtschaft",21950261,RAW
Hitzig's Annalen der deutschen und ausländischen Criminal-Rechtspflege,"23668350,23668350",Annalen der deutschen und ausländischen Criminalrechtsprechung; Julius Eduard Hitzig's Annalen der deutschen und ausländischen Criminalrechtspflege; Annalen der deutschen und ausländischen Criminal-Rechtspflege; Annalen der deutschen und ausländischen Criminalrechtsprechung ( Zitiert. nach Kirchner )
Reichskammergerichtliche Miscellen,"23652764,23652764",
DJG-Magazin,"14381397,14381397",
Topeins,"25689800,25689800",Top eins; Topeins. DGUV; das Magazin für Führungskräfte
Arbeitsschutzpraxis für Betriebsräte,"23653868,23653868",
"Berliner juristische Universitätsschriften / Humboldt-Universität zu Berlin, Zivilrecht","23670398,23670398",Reihe Zivilrecht ( Sachl. Benennung anfangs )
Arbeiten zur Rechtsvergleichung,00665703,
Arbeitsrechtliche Entscheidungen,"16196600,16196600",AE; ein Informationsdienst der Arbeitsgemeinschaft Fachanwälte für Arbeitsrecht ( Zusatz anfangs ); Jahrbuch ... mit Tätigkeitsbericht und Entscheidungen ( Nebent. 1991/96 ); Gesamt-Stichwortverzeichnis ( Nebent. teils )
Jahresbericht enthaltend die in der Generalversammlung vorgetragene Darstellung des Umfanges und der Wirksamkeit der Rheinisch-Westphälischen Gefängnis-Gesellschaft zur Sittlichen und Bürgerlichen Besserung der Gefangenen,27003299,General-Versammlung der Rheinisch-Westphälischen Gefängnisgesellschaft zu Düsseldorf
"Sitzungsdokumente / Europäische Gemeinschaften, Europäisches Parlament, Serie A: Berichte",02562383,Serie Berichte
Juristische Blätter,"16137639,16137639",
Umsatzsteuer aktuell,18604048,aktuelle Informationen und Praxis-Beratung für den Entscheider im Finanz- und Rechnungswesen; aktuelle Neuerungen und kompakte Praxisbeispiele für Rechtssicherheit in der Finanzbuchhaltung
Der Arbeits-Rechts-Berater,"2366102X,2366102X",Der Arbeits-Recht-Berater; ArbRB; Arbeits-Rechtsberater; Arbeitsrechtsberater
Internationaler Rechtshilfeverkehr in Strafsachen,09430008,
EuroAS,"09431799,09431799",Informationsdienst Europäisches Arbeits- und Sozialrecht; Europäisches Arbeits- und Sozialrecht; Euro AS
"Allerneueste Nachrichten von juristischen Büchern, academischen Abhandlungen, Deductionen und Verordnungen grosser Herren","25099108,25099108",
Working paper / Bundesamt für Migration und Flüchtlinge,"18654967,18654967",Working paper der Nationalen Kontakstelle des EMN und der Forschungsgruppe des Bundesamtes ( Hauptsacht. teils ); Working paper ... der Forschungsgruppe des Bundesamtes ( Hauptsacht. teils ); WorkingPaper ( Hauptsacht. teils )
Standesamt und Ausländer,16183401,nebst Bibliographie (Ausw.)
Humanitäres Völkerrecht,"25695010,25695010",HuV ( Zusatz anfangs )
"Aktueller EG-Förderbrief für Betriebe, Berater und Behörden","09435085,09435085",
Newsletter Menschenrechte,18151604,NLMR
Seniorenrecht aktuell,"21975442,21975442",SR; IWW Institut Informationsdienste; Informationsdienst für den Berater älterer Mandanten und ihrer Angehörigen
Rechtsmedizin,"09379819,09379819",
Immobilien vermieten,"16133986,16133986",
ZVI-Mitteilungen,"09410465,09410465",
"Sozialwissenschaftlicher Fachinformationsdienst, Kriminalsoziologie + Rechtssoziologie","01764411,01764411",Sozialwissenschaftlicher Fachinformationsdienst / Kriminalsoziologie + Rechtssoziologie; SoFid; Kriminalsoziologie und Rechtssoziologie
Schriftenreihe des ABS,16119231,
"Der Curieuse Juriste, welcher seine Gedancken über einige Lehr-Sätze aus denen geist- und weltlichen Rechten eröffnet, solche nach der Wahrheit und Vernunfft beurtheilet und denen gelehrt- und ungelehrten Liebhabern der Rechte mittheilet","25096214,25096214","Der Curieuse Jurist, welcher seine Gedanken über einige Lehrsätze aus den geistlichen und weltlichen Rechten eröffnet, solche nach der Wahrheit und Vernunft beurteilet und denen gelehrt- und ungelehrten Liebhabern der Rechte mitteilet; Der Curieuse Jurist, welcher seine Gedanken über einige Lehrsätze aus den geistlichen und weltlichen Rechten eröffnet"
Bibliothek der neuesten juristischen Litteratur,"23654651,23654651",
Sammlung auserlesener Abhandlungen aus dem Lehnrechte,"23668296,23668296",
Juristische Abhandlungen und Beobachtungen,"23652926,23652926",
"Wildauer Schriftenreihe, Unternehmensführung und Unternehmensrecht","23673311,23673311",
Juristische Examensklausuren,03429199,
Neue Steuer-Informationen,"09395881,09395881",
Kostenrechtsprechungsübersicht,09316019,
Magazin der peinlichen Rechtsgelehrsamkeit für die vier neuen Departemente auf dem linken Rheinufer,"25102494,25102494",
Medien und Recht International,18178456,"Medien & Recht, MR-Int; Medien und Recht, MR-Int; Internationale Rundschau; MR-Int; Zeitschrift für Medien- und Kommunikationsrecht; europäische Rundschau zum Medienrecht, IP- & IT-Recht; International Media, IP & IT law review; internationale Rundschau; European Media, IP & IT law review ( Nebent. teils ); Medien & Recht, International edition ( Haupttitel früher ); Medien und Recht, International edition ( Haupttitel bis 12. Jahrgang, 4 (2015) )"
"Sammlung einiger Staats-Schriften, welche nach Ableben Kayser Carls des VI. zum Vorschein gekommen und die gegenwärtige wichtige Staats-Angelegenheiten von Teutschland betreffen","21929831,21929831","Sammlung einiger Staats-Schriften, welche nach Ableben Kayser Carl des VI. zum Vorschein gekommen und die gegenwärtige wichtige Staats-Angelegenheiten von Teutschland betreffen ( Hauptsacht. 1.1740/41 ); Sammlung einiger Staats-Schriften, das ertzherzogliche Hauß Oesterreich und Chur-Bayern betreffend ( Nebent. 1.1741 = Stück 1-2 )"
Gesetzgebungs-Bulletin,14236982,
"Beiträge aus dem Institut für Schweizerisches und Internationales Baurecht, Universität Freiburg",14233746,
AV zentral,07219369,
"Conclusa, welche von einem gemeinsamen höchstpreyßlichen Reichs-Vicariats-Hof-Gericht zu Augspurg, seit höchst-desselben Eröffnung abgefaßt worden",27010910,
Vierteljahrsschrift für gerichtliche Medizin und öffentliches Sanitätswesen,03725766,Vierteljahresschrift für gerichtliche Medicin und öffentliches Sanitätswesen ( Hauptsacht. anfangs ); Vierteljahrsschrift für gerichtliche Medicin und öffentliches Sanitätswesen ( teils )
Jus & news,10286780,Jus and news; Jus und news
"Bericht des in der Generalversammlung gewählten Ausschusses, enthaltend die in der Generalversammlung vorgelegten Jahresberichte der Rheinisch-Westphälischen Gefängnis-Gesellschaft zur Sittlichen und Bürgerlichen Besserung der Gefangenen",27003353,"Bericht des in der Generalversammlung gewählten Ausschusses der Rheinisch-Westphälischen Gefängnis-Gesellschaft zur Sittlichen und Bürgerlichen Besserung der Gefangenen ( Haupttitel 1.1828 ); Bericht, enthaltend den in der General-Versammlung vorgelegten Jahresbericht der Rheinisch-Westphälischen Gefängnis-Gesellschaft zur Sittlichen und Bürgerlichen Besserung der Gefangenen ( Haupttitel 2.1829 u. 8. 1835 ); ... Bericht, enthaltend den in der ... Generalversammlung am ... vorgelegten Jahresbericht der Rheinisch-Westphälischen Gefängniß-Gesellschaft zur sittlichen und bürgerlichen Besserung der Gefangenen ( Haupttitel 7.1834 )"
Sicherheitsbericht Stadt Nürnberg,"16165446,16165446",
"Archiv für practische Rechts-Wissenschaft aus dem Gebiete des Civilrechts, des Civilprozesses und des Criminalrechts","18660495,18660495","Archiv für praktische Rechtswissenschaft; Archiv für praktische Rechtswissenschaft aus dem Gebiete des Civilrechts, des Civilprozesses und des Criminalrechts ( Hauptsacht. teils )"
Unternehmens-Steuern.aktuell,"16116011,16116011","aktuelle Informationen über Unternehmens-Steuern für Geschäftsführer, Leiter Finanzbuchhaltung und Controlling; 100% Rechtssicherheit und maximale Steuerersparnis in der Finanzbuchhaltung; Unternehmens-Steuern aktuell ( Haupttitel bis 2012/13,52/1 )"
Beiträge zum ausländischen und internationalen Privatrecht,"03406709,03406709",BtrIPR
Speyerer Forschungsberichte,"29420601,29420601",
Newsletter Menschenrechte,18151604,NLMR
Beyträge zum neuesten französischen Staatsrechte bey Gelegenheit der allgemeinen Reichsversammlung,"23671521,23671521",
Arbeitsschutzpraxis für Betriebsräte,"2513003X,2513003X","Per Mausklick zu allen Artikeln, Ausgaben und Downloads des Jahres ...; Arbeitsschutzpraxis für Betriebsräte aktuell"
Revija za evropsko pravo,14507986,Periodični časopis Udruženja za pravo Evropske unije; Periodical review of Association for the European Union Law; Periodični časopis Centra za pravo Evropske unije; Periodical review of the Center for EU Law; Periodični časopis Centra za pravo Evropske unije i Udruženja za Evropske unije; Periodical review of the Center for EU Law and Association for the European Union Law; Periodični časopis Udruženja za evropsko pravo; Periodical review of the Association for European Law
Kaiserl.-Königl. Vorder-Oesterreichischer Schematismus,"27520773,27520773",Kaiserlich Königlicher Vorder-Oesterreichischer Schematismus; Kaiserlich-Königlicher Vorder-Oesterreichischer Schematismus; Neuer Catholischer Schreib-Calender
Blätter für Zürcherische Rechtsprechung,00064491,Zürcherische Rechtsprechung; ZR; Blätter für Zürcher Rechtsprechung
Die Niedersächsische Gemeinde,"00289779,00289779",Monatsschrift für d. kommunale Selbstverwaltung ( Zusatz anfangs )
Staats- und Addresshandbuch des schwäbischen Reichs-Kraises,"27520668,27520668",Staats- und Adresshandbuch des schwäbischen Reichskreises ( Hauptsacht. 1793 )
Iherings Jahrbücher für die Dogmatik des bürgerlichen Rechts,"18660819,18660819",Jherings Jahrbücher für die Dogmatik des bürgerlichen Rechts; Jherings Jahrbücher für die Dogmatik des heutigen römischen und deutschen Privatrechts; Iherings Jahrbücher für die Dogmatik des heutigen römischen und deutschen Privatrechts ( Hauptsacht. N.F. 20=32.1893 - 24=36.1896 )
Bereinigte Sammlung der Verwaltungsvorschriften des Bayerischen Staatsministeriums für Arbeit und Soziale Fürsorge,"04050495,04050495",BayBSVA; Fortführungsnachweis zur Bereinigten Sammlung der Verwaltungsvorschriften des Bayerischen Staatsministeriums für Arbeit und Soziale Fürsorge ( Vorlageform d. Hauptsacht. ab 1957/58 )
"Ausbildung, Prüfung, Fortbildung, Landesausgabe Bayern","03443825,03443825","APF; Ausbildung, Prüfung, Fortbildung / Landesbeilage Bayern"
Gewerblicher Rechtsschutz und Urheberrecht,"00169420,00169420",GRUR; Neue Entscheidungen des BGH; Leitsätze neuer Entscheidungen des BGH
Mitteilungsblatt der Arbeitsgemeinschaft Verkehrsrecht des Deutschen AnwaltVereins,"14383373,14383373",
Zeitschrift für Lebensrecht,"27476480,27476480",ZfL
"Vollständige Sammlung aller im Jahre ... bey dem Höchstpreislichen Kaiserlichen und Reichs-Kammergerichte ergangenen Urtheile und Decrete, auch gemeinen Bescheide und entweder in den Proceß einschlagenden, oder sonst zur Bekanntmachung geeigenschafteten conclusorum consilii pleni","2701035X,2701035X",
"REWI-Zeitschrift für Zivil-, Wirtschafts- und Steuerrecht mit Schwerpunkten im Bank- und Anlegerschutzrecht",01753207,"Zeitschrift für Zivil-, Wirtschafts- und Steuerrecht mit Schwerpunkten im Bank- und Anlegerschutzrecht; REWIZ; Rewi-Information ( Hauptsacht. 1.1982/83,1-9 )"
Forschungen zur byzantinischen Rechtsgeschichte,"1866962X,1866962X",
Beiträge zur empirischen Kriminologie,01708600,
Nachschlagewerk der Rechtsprechung des Bundesverfassungsgerichts,"09482482,09482482",
Amoenitates Historico-iuridicae,"21929785,21929785",Amoenitates Historico-ivridicae ( Hauptsacht. teils ); Amoenitates Historico-jvridicae ( Hauptsacht. teils )
"Die Fundstelle, Bayern : Erläuterungen zu allen wichtigen Vorschriften für die bayerische Kommunalverwaltung","00162779,16183177,00162779",Die Fundstelle / Bayern
Selecta iuris publici novissima,"23665726,23665726",Selecta juris publici novissima
"Nachlese ungedruckter, oder doch rarer Staats-Bedencken, Urkunden, Nachrichten und Schrifften","23654449,23654449","Nachlese ungedruckter oder doch rarer Staatsbedenken, Urkunden und Schriften ( Zitiert. lt. Kirchner )"
Neue Berichte von Religions-Sachen,"23654481,23654481",
Salzburger Studien zum europäischen Privatrecht,14356090,
Polizeiliche Kriminalstatistik ... Brandenburg,"09432760,09432760",
Dresdner Schriften zu Recht und Politik der Vereinten Nationen,1862443X,Schriften zu Recht und Politik der Vereinten Nationen; Papers on law and policy of the United Nations
Der Jurist,07204965,Der Jurist <Herne>
Die Streife,"05854202,05854202",
Kfz-Schadenmanager,"23654279,23654279",
Perspektive,"18691838,18691838",Das Gesundheitsmagazin der Schwenninger Krankenkasse; das Magazin der Schwenninger BKK ( Zusatz früher )
"Der Patriotische Juriste, welcher seine vernünfftige Gedancken uber einige Lehr-Sätze aus den Jure naturali, gentium, publico, civili canonico et feudali eröffnet","23665262,23665262",Der Patriotische Jurist; Der patriotische Jurist ( Zitiert. lt. Kirchner )
"Acta jureconsultorum [iureconsultorum] oder Neueste Nachrichten von gelehrter Juristen Leben und Schrifften, und andre nützliche Beyträge zur heutigen Rechts-Gelehrsamkeit","23671203,23671203","Neueste Nachrichten von gelehrter Juristen Leben und Schrifften, und andere nützliche Beyträge zur heutigen Rechts-Gelehrsamkeit; Acta jureconsultorum oder Neueste Nachrichten von gelehrter Juristen Leben und Schrifften, und andre nützliche Beyträge zur heutigen Rechts-Gelehrsamkeit"
"Schulverwaltung, Bayern",14334674,Zeitschrift für Schulentwicklung und Schulmanagement; SchVw BY; Schulverwaltung / Ausgabe Bayern ( Hauptsacht. bis 29.2006 ); Zeitschrift für Schulleitung und Schulaufsicht ( Zusatz anfangs )
Europäisches Staats- und Addreß-Buch,26270110,
"Ausbildung, Prüfung, Fortbildung","03443825,03443825",APF
Architektenliste,01734369,
Gemeindedaten Mecklenburg-Vorpommern,"16190041,16190041",
Abhandlungen und Materialien zum neuesten deutschen Staatsrechte und Reichsgeschichte des Jahres ... seit dem Absterben des letzten Churfürsten von Bayern Maximilian Josephs,"21926441,21926441",Abhandlungen und Materialien zum neuesten teutschen Staatsrecht und Reichshistorie
Leipziger Magazin für Rechtsgelehrte,"21923280,21923280",
Allgemeine juristische Bibliothek,"23671394,23671394",
Der Wohnungseigentümer,"03448738,03448738",DWE-Magazin
IPA aktuell,"14356422,14356422","die Zeitschrift der International Police Association, Deutsche Sektion ( Zusatz anfangs )"
Der Rechtsgelehrte,"25100203,25100203",
Neues Leipziger Magazin für Rechtsgelehrte,"25100246,25100246",Neues Magazin für Rechtsgelehrte
Juristischer Almanach,"23664312,23664312",
Jus ecclesiasticum,"04494393,04494393",
Nova acta jureconsultorum [iureconsultorum] oder Gründliche Auszüge und unpartheyische Urtheile über die neuesten juristischen Bücher und Disputationes,"23671211,23671211",Gründliche Auszüge und unpartheyische Urtheile über die neuesten juristischen Bücher und Disputationes; Nova acta jureconsultorum oder Gründliche Auszüge und unpartheyische Urtheile über die neuesten juristischen Bücher und Disputationes
Studien und Materialien zur Verfassungsgerichtsbarkeit,03438600,
Vollständige Anzeigen und unpartheiische Beurtheilung der neuesten juristischen Litteratur,"23665866,23665866",
JZ-Schriftenreihe,"09375538,09375538",Schriftenreihe JZ
Teutschlands litterarische Annalen der Rechtsgelehrsamkeit,"25100165,25100165",Deutschlands literarische Annalen der Rechtsgelehrsamkeit
Reichsritterschaftliches Magazin,"21927413,21927413",
Reiserecht-Entscheidungen,"09320911,09320911",
"Bürgerliches Recht, Handels- und Verkehrsrecht","01708724,01708724",
Entdecktes Staats-Cabinet,"21929815,21929815",Fortsetzung des ... Entdeckten Staats-Cabinets; Fortsetzung des Hochfürstl.-Sachsen-Weimarischen Raths und gemeinschafftlichen Archivarii Johann Joachim Müllers Entdeckten Staats-Cabinets ( Hauptsacht. 1.1738 )
Unpartheyische Critik über juristische Schriften inn- und ausserhalb Deutschland,"23665882,23665882","Unparteiische Kritik über juristische Schriften in- und außerhalb Deutschlands; Unpartheyische Critick über juristische Schriften inn- und ausserhalb Deutschland ( Hauptsacht. 1.1750,1 ); Unpartheyische Critik über in- und ausländische juristische Schriften ( Zitiert. nach Kirchner )"
Rostocker medizinrechtliche Reihe,"16120523,16120523",
Speyerer Vorträge,09318437,
"Juristischer Bücher-Saal, oder gründliche Nachricht von denen neuesten  juristischen Büchern derer berühmtesten Rechts-Gelehrten Leben, und   andern zur Rechts-Gelahrheit dienenden Sachen","23654619,23654619","Juristischer Bücher-Saal, oder Gründliche Nachricht von denen besten juristischen Büchern der berühmtesten Rechts-Gelehrten Leben, und andern zur Rechtsgelahrheit dienenden Sachen ( Hauptsacht. 1.1737/38=St. 1 )"
Neues juristisches Magazin,"23653442,23653442",
Beiträge zur populären Rechtsgelehrsamkeit,"25097709,25097709",
Handwerk konkret,"16145666,16145666",
Datenschutz aktuell,"16145674,16145674",
